ID,SUBID,POS,SP,ARAB_V,ARAB_U,ARAB_T,LEMMA_V,LEMMA_U,LEMMA_T,GEN,NUM,CASE,PER,DEF,RAT,TYPE,TENSE,PROC_V,PROC_U,PROC_T,STEM_V,STEM_U,STEM_T,ENC_V,ENC_U,ENC_T,ROOT,BW,IPA
V0003548,0,V,T,وَلِيَكْتُبْنَكِ,وليكتبنك,waliyaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,waliyakotubonaki,
V0003549,0,V,T,وَلِيَكْتُبْنَكُمْ,وليكتبنكم,waliyaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,waliyakotubonakumo,
V0003550,0,V,T,وَلِيَكْتُبْنَكُمَا,وليكتبنكما,waliyaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,waliyakotubonakumaA,
V0003551,0,V,T,وَلِيَكْتُبْنَهَا,وليكتبنها,waliyaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,waliyakotubonahaA,
V0003552,0,V,T,وَلِيَكْتُبْنَهُ,وليكتبنه,waliyaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,waliyakotubonahu,
V0003553,0,V,T,وَلِيَكْتُبْنَهُمْ,وليكتبنهم,waliyaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,waliyakotubonahumo,
V0003554,0,V,T,وَلِيَكْتُبْنَهُمَا,وليكتبنهما,waliyaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,waliyakotubonahumaA,
V0003555,0,V,T,وَلِيَكْتُبْنَهُنَّ,وليكتبنهن,waliyaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,waliyakotubonahun~a,
V0003556,0,V,T,وَلِيَكْتُبْنَكُنَّ,وليكتبنكن,waliyaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,وَلِ,ول,wáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,waliyakotubonakun~a,
V0003557,0,V,T,فَلِيَكْتُبْنَ,فليكتبن,faliyaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,faliyakotubona,
V0003558,0,V,T,فَلِيَكْتُبْنَنِي,فليكتبنني,faliyaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,faliyakotubonaniy,
V0003559,0,V,T,فَلِيَكْتُبْنَنَا,فليكتبننا,faliyaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,faliyakotubonanaA,
V0003560,0,V,T,فَلِيَكْتُبْنَكَ,فليكتبنك,faliyaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,faliyakotubonaka,
V0003561,0,V,T,فَلِيَكْتُبْنَكِ,فليكتبنك,faliyaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,faliyakotubonaki,
V0003562,0,V,T,فَلِيَكْتُبْنَكُمْ,فليكتبنكم,faliyaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,faliyakotubonakumo,
V0003563,0,V,T,فَلِيَكْتُبْنَكُمَا,فليكتبنكما,faliyaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,faliyakotubonakumaA,
V0003564,0,V,T,فَلِيَكْتُبْنَهَا,فليكتبنها,faliyaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,faliyakotubonahaA,
V0003565,0,V,T,فَلِيَكْتُبْنَهُ,فليكتبنه,faliyaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,faliyakotubonahu,
V0003566,0,V,T,فَلِيَكْتُبْنَهُمْ,فليكتبنهم,faliyaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,faliyakotubonahumo,
V0003567,0,V,T,فَلِيَكْتُبْنَهُمَا,فليكتبنهما,faliyaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,faliyakotubonahumaA,
V0003568,0,V,T,فَلِيَكْتُبْنَهُنَّ,فليكتبنهن,faliyaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,faliyakotubonahun~a,
V0003569,0,V,T,فَلِيَكْتُبْنَكُنَّ,فليكتبنكن,faliyaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,فَلِ,فل,fáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,faliyakotubonakun~a,
V0003570,0,V,T,أَيَكْتُبْنَ,أيكتبن,ʾayaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,>ayakotubona,
V0003571,0,V,T,أَيَكْتُبْنَنِي,أيكتبنني,ʾayaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,>ayakotubonaniy,
V0003572,0,V,T,أَيَكْتُبْنَنَا,أيكتبننا,ʾayaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,>ayakotubonanaA,
V0003573,0,V,T,أَيَكْتُبْنَكَ,أيكتبنك,ʾayaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,>ayakotubonaka,
V0003574,0,V,T,أَيَكْتُبْنَكِ,أيكتبنك,ʾayaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,>ayakotubonaki,
V0003575,0,V,T,أَيَكْتُبْنَكُمْ,أيكتبنكم,ʾayaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,>ayakotubonakumo,
V0003576,0,V,T,أَيَكْتُبْنَكُمَا,أيكتبنكما,ʾayaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,>ayakotubonakumaA,
V0003577,0,V,T,أَيَكْتُبْنَهَا,أيكتبنها,ʾayaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,>ayakotubonahaA,
V0003578,0,V,T,أَيَكْتُبْنَهُ,أيكتبنه,ʾayaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,>ayakotubonahu,
V0003579,0,V,T,أَيَكْتُبْنَهُمْ,أيكتبنهم,ʾayaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,>ayakotubonahumo,
V0003580,0,V,T,أَيَكْتُبْنَهُمَا,أيكتبنهما,ʾayaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,>ayakotubonahumaA,
V0003581,0,V,T,أَيَكْتُبْنَهُنَّ,أيكتبنهن,ʾayaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,>ayakotubonahun~a,
V0003582,0,V,T,أَيَكْتُبْنَكُنَّ,أيكتبنكن,ʾayaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَ,أ,ʾa,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,>ayakotubonakun~a,
V0003583,0,V,T,أَوَيَكْتُبْنَ,أويكتبن,ʾawayaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,>awayakotubona,
V0003584,0,V,T,أَوَيَكْتُبْنَنِي,أويكتبنني,ʾawayaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,>awayakotubonaniy,
V0003585,0,V,T,أَوَيَكْتُبْنَنَا,أويكتبننا,ʾawayaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,>awayakotubonanaA,
V0003586,0,V,T,أَوَيَكْتُبْنَكَ,أويكتبنك,ʾawayaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,>awayakotubonaka,
V0003587,0,V,T,أَوَيَكْتُبْنَكِ,أويكتبنك,ʾawayaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,>awayakotubonaki,
V0003588,0,V,T,أَوَيَكْتُبْنَكُمْ,أويكتبنكم,ʾawayaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,>awayakotubonakumo,
V0003589,0,V,T,أَوَيَكْتُبْنَكُمَا,أويكتبنكما,ʾawayaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,>awayakotubonakumaA,
V0003590,0,V,T,أَوَيَكْتُبْنَهَا,أويكتبنها,ʾawayaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,>awayakotubonahaA,
V0003591,0,V,T,أَوَيَكْتُبْنَهُ,أويكتبنه,ʾawayaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,>awayakotubonahu,
V0003592,0,V,T,أَوَيَكْتُبْنَهُمْ,أويكتبنهم,ʾawayaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,>awayakotubonahumo,
V0003593,0,V,T,أَوَيَكْتُبْنَهُمَا,أويكتبنهما,ʾawayaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,>awayakotubonahumaA,
V0003594,0,V,T,أَوَيَكْتُبْنَهُنَّ,أويكتبنهن,ʾawayaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,>awayakotubonahun~a,
V0003595,0,V,T,أَوَيَكْتُبْنَكُنَّ,أويكتبنكن,ʾawayaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَ,أو,ʾáwa,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,>awayakotubonakun~a,
V0003596,0,V,T,أَفَيَكْتُبْنَ,أفيكتبن,ʾafayaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,>afayakotubona,
V0003597,0,V,T,أَفَيَكْتُبْنَنِي,أفيكتبنني,ʾafayaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,>afayakotubonaniy,
V0003598,0,V,T,أَفَيَكْتُبْنَنَا,أفيكتبننا,ʾafayaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,>afayakotubonanaA,
V0003599,0,V,T,أَفَيَكْتُبْنَكَ,أفيكتبنك,ʾafayaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,>afayakotubonaka,
V0003600,0,V,T,أَفَيَكْتُبْنَكِ,أفيكتبنك,ʾafayaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,>afayakotubonaki,
V0003601,0,V,T,أَفَيَكْتُبْنَكُمْ,أفيكتبنكم,ʾafayaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,>afayakotubonakumo,
V0003602,0,V,T,أَفَيَكْتُبْنَكُمَا,أفيكتبنكما,ʾafayaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,>afayakotubonakumaA,
V0003603,0,V,T,أَفَيَكْتُبْنَهَا,أفيكتبنها,ʾafayaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,>afayakotubonahaA,
V0003604,0,V,T,أَفَيَكْتُبْنَهُ,أفيكتبنه,ʾafayaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,>afayakotubonahu,
V0003605,0,V,T,أَفَيَكْتُبْنَهُمْ,أفيكتبنهم,ʾafayaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,>afayakotubonahumo,
V0003606,0,V,T,أَفَيَكْتُبْنَهُمَا,أفيكتبنهما,ʾafayaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,>afayakotubonahumaA,
V0003607,0,V,T,أَفَيَكْتُبْنَهُنَّ,أفيكتبنهن,ʾafayaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,>afayakotubonahun~a,
V0003608,0,V,T,أَفَيَكْتُبْنَكُنَّ,أفيكتبنكن,ʾafayaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَفَ,أف,ʾáfa,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,>afayakotubonakun~a,
V0003609,0,V,T,أَلِيَكْتُبْنَ,أليكتبن,ʾaliyaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,>aliyakotubona,
V0003610,0,V,T,أَلِيَكْتُبْنَنِي,أليكتبنني,ʾaliyaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,>aliyakotubonaniy,
V0003611,0,V,T,أَلِيَكْتُبْنَنَا,أليكتبننا,ʾaliyaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,>aliyakotubonanaA,
V0003612,0,V,T,أَلِيَكْتُبْنَكَ,أليكتبنك,ʾaliyaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,>aliyakotubonaka,
V0003613,0,V,T,أَلِيَكْتُبْنَكِ,أليكتبنك,ʾaliyaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,>aliyakotubonaki,
V0003614,0,V,T,أَلِيَكْتُبْنَكُمْ,أليكتبنكم,ʾaliyaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,>aliyakotubonakumo,
V0003615,0,V,T,أَلِيَكْتُبْنَكُمَا,أليكتبنكما,ʾaliyaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,>aliyakotubonakumaA,
V0003616,0,V,T,أَلِيَكْتُبْنَهَا,أليكتبنها,ʾaliyaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,>aliyakotubonahaA,
V0003617,0,V,T,أَلِيَكْتُبْنَهُ,أليكتبنه,ʾaliyaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,>aliyakotubonahu,
V0003618,0,V,T,أَلِيَكْتُبْنَهُمْ,أليكتبنهم,ʾaliyaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,>aliyakotubonahumo,
V0003619,0,V,T,أَلِيَكْتُبْنَهُمَا,أليكتبنهما,ʾaliyaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,>aliyakotubonahumaA,
V0003620,0,V,T,أَلِيَكْتُبْنَهُنَّ,أليكتبنهن,ʾaliyaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,>aliyakotubonahun~a,
V0003621,0,V,T,أَلِيَكْتُبْنَكُنَّ,أليكتبنكن,ʾaliyaktubnakúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَلِ,أل,ʾáli,يَكْتُبْنَ,يكتبن,yaktúbna,كُنَّ,كن,kúnna,ك-ت-ب,>aliyakotubonakun~a,
V0003622,0,V,T,أَوَلِيَكْتُبْنَ,أوليكتبن,ʾawaliyaktúbna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,,,,ك-ت-ب,>awaliyakotubona,
V0003623,0,V,T,أَوَلِيَكْتُبْنَنِي,أوليكتبنني,ʾawaliyaktúbnani̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,نِي,ني,ni̱,ك-ت-ب,>awaliyakotubonaniy,
V0003624,0,V,T,أَوَلِيَكْتُبْنَنَا,أوليكتبننا,ʾawaliyaktúbnana̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,نَا,نا,na̱,ك-ت-ب,>awaliyakotubonanaA,
V0003625,0,V,T,أَوَلِيَكْتُبْنَكَ,أوليكتبنك,ʾawaliyaktúbnaka,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,كَ,ك,ka,ك-ت-ب,>awaliyakotubonaka,
V0003626,0,V,T,أَوَلِيَكْتُبْنَكِ,أوليكتبنك,ʾawaliyaktúbnaki,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,كِ,ك,ki,ك-ت-ب,>awaliyakotubonaki,
V0003627,0,V,T,أَوَلِيَكْتُبْنَكُمْ,أوليكتبنكم,ʾawaliyaktúbnakum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,كُمْ,كم,kum,ك-ت-ب,>awaliyakotubonakumo,
V0003628,0,V,T,أَوَلِيَكْتُبْنَكُمَا,أوليكتبنكما,ʾawaliyaktubnákuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,كُمَا,كما,kúma̱,ك-ت-ب,>awaliyakotubonakumaA,
V0003629,0,V,T,أَوَلِيَكْتُبْنَهَا,أوليكتبنها,ʾawaliyaktúbnaha̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,هَا,ها,ha̱,ك-ت-ب,>awaliyakotubonahaA,
V0003630,0,V,T,أَوَلِيَكْتُبْنَهُ,أوليكتبنه,ʾawaliyaktúbnahu,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,هُ,ه,hu,ك-ت-ب,>awaliyakotubonahu,
V0003631,0,V,T,أَوَلِيَكْتُبْنَهُمْ,أوليكتبنهم,ʾawaliyaktúbnahum,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,هُمْ,هم,hum,ك-ت-ب,>awaliyakotubonahumo,
V0003632,0,V,T,أَوَلِيَكْتُبْنَهُمَا,أوليكتبنهما,ʾawaliyaktubnáhuma̱,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,هُمَا,هما,húma̱,ك-ت-ب,>awaliyakotubonahumaA,
V0003633,0,V,T,أَوَلِيَكْتُبْنَهُنَّ,أوليكتبنهن,ʾawaliyaktubnahúnna,كَتَبَ,كتب,kátaba,-,-,-,3PF,-,-,S1,3,أَوَلِ,أول,ʾáwali,يَكْتُبْنَ,يكتبن,yaktúbna,هُنَّ,هن,húnna,ك-ت-ب,>awaliyakotubonahun~a,
